Device_id,Device_id_to,Device,Device_type,Device_mobility,Owner_id,Manufacturing_id,Application_id,Connectivity,X_GPS,Y_GPS,Intersection,Distance,Relation
D2,D11,0,1,1,0,0,11,1,260,65,0,497.92,4
D2,D12,0,1,1,0,0,11,1,260,65,0,402.8,4
D2,D13,0,1,1,0,0,11,1,260,65,1,147.41,3
D2,D14,0,1,1,0,0,11,0,260,65,0,208.83,0
D2,D15,0,1,1,0,0,11,0,260,65,0,549.03,0
D2,D16,0,1,1,0,0,11,0,260,65,0,606.43,0
D2,D17,0,1,1,0,0,11,1,260,65,0,221.92,0
D2,D18,0,1,1,0,0,11,1,260,65,0,96.1,0
D2,D19,0,1,1,0,0,11,1,260,65,0,140.25,3
D2,D20,0,1,1,0,0,11,1,260,65,0,425.31,4
D2,D21,0,1,1,0,0,11,1,260,65,0,529.24,4
D2,D22,0,1,1,0,0,11,1,260,65,0,399.28,3
D2,D23,0,1,1,0,0,11,1,260,65,2,220.33,3
D2,D24,0,1,1,0,0,11,1,260,65,0,316.81,3
D2,D25,0,1,1,0,0,11,0,260,65,0,420.52,0
D2,D26,0,1,1,0,0,11,0,260,65,0,663.27,0
D2,D27,0,1,1,0,0,11,0,260,65,0,479.27,0
D3,D1,0,1,1,0,0,21,1,315,335,0,355.03,0
D3,D2,0,1,1,0,0,21,1,315,335,0,275.54,0
D3,D4,0,1,1,0,0,21,1,315,335,0,216.09,0
D3,D5,0,1,1,0,0,21,1,315,335,0,240.71,0
D3,D6,0,1,1,0,0,21,1,315,335,1,205.55,3
D3,D7,0,1,1,0,0,21,1,315,335,0,304.73,3
D3,D8,0,1,1,0,0,21,1,315,335,1,49.37,3
D3,D9,0,1,1,0,0,21,1,315,335,0,263.5,3
D3,D10,0,1,1,0,0,21,1,315,335,1,194.12,3
D3,D11,0,1,1,0,0,21,1,315,335,0,260.76,3
D3,D12,0,1,1,0,0,21,1,315,335,0,477.36,4
D3,D13,0,1,1,0,0,21,1,315,335,0,181.84,3
D3,D14,0,1,1,0,0,21,0,315,335,0,255.78,0
D3,D15,0,1,1,0,0,21,0,315,335,0,285.59,0
D3,D16,0,1,1,0,0,21,0,315,335,0,389.1,0
D3,D17,0,1,1,0,0,21,1,315,335,1,67.78,0
D3,D18,0,1,1,0,0,21,1,315,335,1,291.03,0
D3,D19,0,1,1,0,0,21,1,315,335,0,246.4,3
D3,D20,0,1,1,0,0,21,1,315,335,0,251.56,3
D3,D21,0,1,1,0,0,21,1,315,335,0,307.06,3
D3,D22,0,1,1,0,0,21,1,315,335,0,298.1,3
D3,D23,0,1,1,0,0,21,1,315,335,0,365.44,3
D3,D24,0,1,1,0,0,21,1,315,335,1,112.54,3
D3,D25,0,1,1,0,0,21,0,315,335,0,224.41,0
D3,D26,0,1,1,0,0,21,0,315,335,0,436.08,0
D3,D27,0,1,1,0,0,21,0,315,335,0,204.6,0
D4,D1,0,1,1,0,0,26,1,501,225,0,469.66,0
D4,D2,0,1,1,0,1,26,1,501,225,0,289.28,0
D4,D3,0,1,1,0,0,26,1,501,225,0,216.09,0
D4,D5,0,1,1,0,0,26,1,501,225,2,44.01,0
D4,D6,0,1,1,0,0,26,1,501,225,0,419.89,4
D4,D7,0,1,1,0,0,26,1,501,225,0,345.44,3
D4,D8,0,1,1,0,0,26,1,501,225,0,201.46,3
D4,D9,0,1,1,0,0,26,1,501,225,0,431.2,4
D4,D10,0,1,1,0,0,26,1,501,225,0,410.08,4
D4,D11,0,1,1,0,0,26,1,501,225,0,260.51,3
D4,D12,0,1,1,0,0,26,1,501,225,0,271.91,3
D4,D13,0,1,1,0,0,26,1,501,225,0,144.46,3
D4,D14,0,1,1,0,0,26,0,501,225,0,402.91,0
D4,D15,0,1,1,0,0,26,0,501,225,0,460.79,0
D4,D16,0,1,1,0,0,26,0,501,225,0,337.65,0
D4,D17,0,1,1,0,0,26,1,501,225,1,167.72,0
D4,D18,0,1,1,0,0,26,1,501,225,0,363.08,0
D4,D19,0,1,1,0,0,26,1,501,225,0,358.51,3
D4,D20,0,1,1,0,0,26,1,501,225,0,467.61,4
D4,D21,0,1,1,0,0,26,1,501,225,0,514.32,4
D4,D22,0,1,1,0,0,26,1,501,225,0,111.79,3
D4,D23,0,1,1,0,0,26,1,501,225,0,221.9,3
D4,D24,0,1,1,0,0,26,1,501,225,0,327.89,3
D4,D25,0,1,1,0,0,26,0,501,225,0,162.39,0
D4,D26,0,1,1,0,0,26,0,501,225,0,398.08,0
D4,D27,0,1,1,0,0,26,0,501,225,0,327.2,0
D5,D1,0,1,1,0,0,13,1,500,181,0,459.03,0
D5,D2,0,1,1,0,0,13,1,500,181,0,266.56,0
D5,D3,0,1,1,0,0,13,1,500,181,0,240.71,0
D5,D4,0,1,1,0,0,13,1,500,181,0,44.01,0
D5,D6,0,1,1,0,0,13,1,500,181,0,446.23,4
D5,D7,0,1,1,0,0,13,1,500,181,0,324.72,3
D5,D8,0,1,1,0,0,13,1,500,181,0,217.96,3
D5,D9,0,1,1,0,0,13,1,500,181,0,433.76,4
D5,D10,0,1,1,0,0,13,1,500,181,0,432.42,4
D5,D11,0,1,1,0,0,13,1,500,181,0,304.38,3
D5,D12,0,1,1,0,0,13,1,500,181,0,238.01,3
D5,D13,0,1,1,0,0,13,1,500,181,0,130.39,3
D5,D14,0,1,1,0,0,13,0,500,181,0,401.36,0
D5,D15,0,1,1,0,0,13,0,500,181,0,498.0,0
D5,D16,0,1,1,0,0,13,0,500,181,0,377.81,0
D5,D17,0,1,1,0,0,13,1,500,181,0,184.07,0
D5,D18,0,1,1,0,0,13,1,500,181,0,347.52,0
D5,D19,0,1,1,0,0,13,1,500,181,0,351.2,3
D5,D20,0,1,1,0,0,13,1,500,181,0,490.1,4
D5,D21,0,1,1,0,0,13,1,500,181,0,544.69,4
D5,D22,0,1,1,0,0,13,1,500,181,0,135.09,3
D5,D23,0,1,1,0,0,13,1,500,181,0,178.21,3
D5,D24,0,1,1,0,0,13,1,500,181,0,349.76,3
D5,D25,0,1,1,0,0,13,0,500,181,0,205.83,0
D5,D26,0,1,1,0,0,13,0,500,181,0,438.56,0
D5,D27,0,1,1,0,0,13,0,500,181,0,368.11,0
D6,D1,1,1,1,0,0,3,1,160,470,0,385.62,3
D6,D2,1,1,1,0,0,3,1,160,470,0,417.16,4
D6,D3,1,1,1,0,0,3,1,160,470,0,205.55,3
D6,D4,1,1,1,0,0,3,1,160,470,0,419.89,4
D6,D5,1,1,1,0,0,3,1,160,470,0,446.23,4
D6,D7,1,1,1,0,0,3,1,160,470,0,420.1,0
D6,D8,1,1,1,0,0,3,1,160,470,0,236.76,0
D6,D9,1,1,1,0,0,3,1,160,470,0,248.85,0
D6,D10,1,1,1,0,0,3,1,160,470,2,48.1,0
D6,D11,1,1,1,0,0,3,1,160,470,0,369.27,3
D6,D12,1,1,1,0,0,3,1,160,470,0,682.71,4
D6,D13,1,1,1,0,0,3,1,160,470,0,373.34,3
D6,D14,1,1,1,0,0,3,0,160,470,0,278.76,0
D6,D15,1,1,1,0,0,3,0,160,470,0,171.97,0
D6,D16,1,1,1,0,0,3,0,160,470,0,497.16,0
D6,D17,1,1,1,0,0,3,1,160,470,0,267.59,0
D6,D18,1,1,1,0,0,3,1,160,470,0,385.05,0
D6,D19,1,1,1,0,0,3,1,160,470,0,318.16,3
D6,D20,1,1,1,0,0,3,1,160,470,0,66.29,3
D6,D21,1,1,1,0,0,3,1,160,470,1,112.27,3
D6,D22,1,1,1,0,0,3,1,160,470,0,489.53,4
D6,D23,1,1,1,0,0,3,1,160,470,0,559.97,4
D6,D24,1,1,1,0,0,3,1,160,470,0,105.19,3
D6,D25,1,1,1,0,0,3,0,160,470,0,383.76,0
D6,D26,1,1,1,0,0,3,0,160,470,0,525.51,0
D6,D27,1,1,1,0,0,3,0,160,470,0,227.77,0
D7,D1,1,1,1,0,0,7,1,202,52,0,161.61,3
D7,D2,1,1,1,0,0,7,1,202,52,0,59.44,3
D7,D3,1,1,1,0,0,7,1,202,52,0,304.73,3
D7,D4,1,1,1,0,0,7,1,202,52,0,345.44,3
D7,D5,1,1,1,0,0,7,1,202,52,0,324.72,3
D7,D6,1,1,1,0,0,7,1,202,52,0,420.1,0
D7,D8,1,1,1,0,0,7,1,202,52,0,257.3,0
D7,D9,1,1,1,0,0,7,1,202,52,0,228.08,0
D7,D10,1,1,1,0,0,7,1,202,52,0,377.64,0
D7,D11,1,1,1,0,0,7,1,202,52,0,541.81,4
D7,D12,1,1,1,0,0,7,1,202,52,0,458.63,4
D7,D13,1,1,1,0,0,7,1,202,52,0,201.65,3
D7,D14,1,1,1,0,0,7,0,202,52,0,178.68,0
D7,D15,1,1,1,0,0,7,0,202,52,0,564.4,0
D7,D16,1,1,1,0,0,7,0,202,52,0,654.97,0
D7,D17,1,1,1,0,0,7,1,202,52,0,259.7,0
D7,D18,1,1,1,0,0,7,1,202,52,1,48.84,0
D7,D19,1,1,1,0,0,7,1,202,52,0,112.71,3
D7,D20,1,1,1,0,0,7,1,202,52,0,418.9,4
D7,D21,1,1,1,0,0,7,1,202,52,0,530.47,4
D7,D22,1,1,1,0,0,7,1,202,52,0,456.29,4
D7,D23,1,1,1,0,0,7,1,202,52,0,274.06,3
D7,D24,1,1,1,0,0,7,1,202,52,0,326.12,3
D7,D25,1,1,1,0,0,7,0,202,52,0,469.52,0
D7,D26,1,1,1,0,0,7,0,202,52,0,710.54,0
D7,D27,1,1,1,0,0,7,0,202,52,0,509.13,0
D8,D1,1,1,1,0,0,12,1,309,286,0,319.92,3
D8,D2,1,1,1,0,0,12,1,309,286,0,226.37,3
D8,D3,1,1,1,0,0,12,1,309,286,0,49.37,3
D8,D4,1,1,1,0,0,12,1,309,286,0,201.46,3
D8,D5,1,1,1,0,0,12,1,309,286,0,217.96,3
D8,D6,1,1,1,0,0,12,1,309,286,0,236.76,0
D8,D7,1,1,1,0,0,12,1,309,286,0,257.3,0
D8,D9,1,1,1,0,0,12,1,309,286,0,243.77,0
D8,D10,1,1,1,0,0,12,1,309,286,0,216.51,0
D8,D11,1,1,1,0,0,12,1,309,286,0,295.98,3
D8,D12,1,1,1,0,0,12,1,309,286,0,449.32,4
D8,D13,1,1,1,0,0,12,1,309,286,1,138.64,3
D8,D14,1,1,1,0,0,12,0,309,286,0,227.69,0
D8,D15,1,1,1,0,0,12,0,309,286,0,332.58,0
D8,D16,1,1,1,0,0,12,0,309,286,0,420.27,0
D8,D17,1,1,1,0,0,12,1,309,286,1,34.01,0
D8,D18,1,1,1,0,0,12,1,309,286,0,246.68,0
D8,D19,1,1,1,0,0,12,1,309,286,0,207.94,3
D8,D20,1,1,1,0,0,12,1,309,286,0,273.93,3
D8,D21,1,1,1,0,0,12,1,309,286,0,343.76,3
D8,D22,1,1,1,0,0,12,1,309,286,0,296.67,3
D8,D23,1,1,1,0,0,12,1,309,286,0,324.85,3
D8,D24,1,1,1,0,0,12,1,309,286,1,134.42,3
D8,D25,1,1,1,0,0,12,0,309,286,0,245.42,0
D8,D26,1,1,1,0,0,12,0,309,286,0,470.43,0
D8,D27,1,1,1,0,0,12,0,309,286,0,253.16,0
D9,D1,1,1,1,0,0,4,1,70,238,0,138.76,3
D9,D2,1,1,1,0,0,4,1,70,238,0,256.96,3
D9,D3,1,1,1,0,0,4,1,70,238,0,263.5,3
D9,D4,1,1,1,0,0,4,1,70,238,0,431.2,4
D9,D5,1,1,1,0,0,4,1,70,238,0,433.76,4
D9,D6,1,1,1,0,0,4,1,70,238,0,248.85,0
D9,D7,1,1,1,0,0,4,1,70,238,0,228.08,0
D9,D8,1,1,1,0,0,4,1,70,238,0,243.77,0
D9,D10,1,1,1,0,0,4,1,70,238,2,200.74,2
D9,D11,1,1,1,0,0,4,1,70,238,0,520.77,4
D9,D12,1,1,1,0,0,4,1,70,238,0,633.22,4
D9,D13,1,1,1,0,0,4,1,70,238,0,310.45,3
D9,D14,1,1,1,0,0,4,0,70,238,0,49.41,0
D9,D15,1,1,1,0,0,4,0,70,238,0,418.61,0
D9,D16,1,1,1,0,0,4,0,70,238,0,651.15,0
D9,D17,1,1,1,0,0,4,1,70,238,0,272.13,0
D9,D18,1,1,1,0,0,4,1,70,238,0,180.62,0
D9,D19,1,1,1,0,0,4,1,70,238,0,117.46,3
D9,D20,1,1,1,0,0,4,1,70,238,0,220.42,3
D9,D21,1,1,1,0,0,4,1,70,238,0,343.59,3
D9,D22,1,1,1,0,0,4,1,70,238,0,535.73,4
D9,D23,1,1,1,0,0,4,1,70,238,0,464.64,4
D9,D24,1,1,1,0,0,4,1,70,238,1,198.7,3
D9,D25,1,1,1,0,0,4,0,70,238,0,486.43,0
D9,D26,1,1,1,0,0,4,0,70,238,0,695.22,0
D9,D27,1,1,1,0,0,4,0,70,238,0,425.18,0
D10,D1,1,1,1,0,0,24,1,143,425,0,337.64,3
D10,D2,1,1,1,0,0,24,1,143,425,0,378.54,3
D10,D3,1,1,1,1,0,24,1,143,425,0,194.12,3
D10,D4,1,1,1,0,0,24,1,143,425,0,410.08,4
D10,D5,1,1,1,0,0,24,1,143,425,0,432.42,4
D10,D6,1,1,1,0,0,24,1,143,425,0,48.1,0
D10,D7,1,1,1,0,0,24,1,143,425,0,377.64,0
D10,D8,1,1,1,0,0,24,1,143,425,0,216.51,0
D10,D9,1,1,1,0,0,24,1,143,425,0,200.74,0
D10,D11,1,1,1,0,0,24,1,143,425,0,390.48,3
D10,D12,1,1,1,0,0,24,1,143,425,0,665.81,4
D10,D13,1,1,1,0,0,24,1,143,425,0,348.07,3
D10,D14,1,1,1,0,0,24,0,143,425,0,231.22,0
D10,D15,1,1,1,0,0,24,0,143,425,0,219.18,0
D10,D16,1,1,1,0,0,24,0,143,425,0,520.89,0
D10,D17,1,1,1,0,0,24,1,143,425,0,249.44,0
D10,D18,1,1,1,0,0,24,1,143,425,0,340.78,0
D10,D19,1,1,1,0,0,24,1,143,425,0,273.09,3
D10,D20,1,1,1,0,0,24,1,143,425,1,57.69,3
D10,D21,1,1,1,0,0,24,1,143,425,0,152.95,3
D10,D22,1,1,1,0,0,24,1,143,425,0,488.59,4
D10,D23,1,1,1,0,0,24,1,143,425,0,533.52,4
D10,D24,1,1,1,0,0,24,1,143,425,0,82.66,3
D10,D25,1,1,1,0,0,24,0,143,425,0,393.14,0
D10,D26,1,1,1,0,0,24,0,143,425,0,553.34,0
D10,D27,1,1,1,0,0,24,0,143,425,0,258.81,0
D11,D1,2,1,0,0,0,23,0,529,484,0,614.86,4
D11,D2,2,1,0,0,0,23,0,529,484,0,497.92,4
D11,D3,2,1,0,0,0,23,0,529,484,0,260.76,3
D11,D4,2,1,0,0,0,23,0,529,484,0,260.51,3
D11,D5,2,1,0,0,0,23,0,529,484,0,304.38,3
D11,D6,2,1,0,0,0,23,0,529,484,0,369.27,3
D11,D7,2,1,0,0,0,23,0,529,484,0,541.81,4
D11,D8,2,1,0,0,0,23,0,529,484,0,295.98,3
D11,D9,2,1,0,0,0,23,0,529,484,0,520.77,4
D11,D10,2,1,0,0,0,23,0,529,484,0,390.48,3
D11,D12,2,1,0,0,0,23,1,529,484,0,498.0,0
D11,D13,2,1,0,0,0,23,1,529,484,0,358.68,0
D11,D14,2,1,0,0,0,23,0,529,484,0,516.43,0
D11,D15,2,1,0,0,0,23,0,529,484,0,304.18,0
D11,D16,2,1,0,0,0,23,0,529,484,0,131.87,0
D11,D17,2,1,0,0,0,23,1,529,484,0,284.02,0
D11,D18,2,1,0,0,0,23,1,529,484,0,539.42,0
D11,D19,2,1,0,0,0,23,0,529,484,0,503.85,0
D11,D20,2,1,0,0,0,23,0,529,484,0,434.84,0
D11,D21,2,1,0,0,0,23,0,529,484,0,413.59,0
D11,D22,2,1,0,0,0,23,0,529,484,0,230.87,0
D11,D23,2,1,0,0,0,23,0,529,484,0,482.38,4
D11,D24,2,1,0,0,0,23,0,529,484,0,335.2,3
D11,D25,2,1,0,0,0,23,0,529,484,0,100.12,0
D11,D26,2,1,0,0,0,23,0,529,484,0,175.32,0
D11,D27,2,1,0,0,0,23,0,529,484,0,155.65,0
D12,D1,2,1,0,0,0,26,0,658,3,0,617.82,4
D12,D2,2,1,0,0,0,26,0,658,3,0,402.8,4
D12,D3,2,1,0,0,0,26,0,658,3,0,477.36,4
D12,D4,2,1,0,0,0,26,0,658,3,0,271.91,3
D12,D5,2,1,0,0,0,26,0,658,3,0,238.01,3
D12,D6,2,1,0,0,0,26,0,658,3,0,682.71,4
D12,D7,2,1,0,0,0,26,0,658,3,0,458.63,4
D12,D8,2,1,0,0,0,26,0,658,3,0,449.32,4
D12,D9,2,1,0,0,0,26,0,658,3,0,633.22,4
D12,D10,2,1,0,0,0,26,0,658,3,0,665.81,4
D12,D11,2,1,0,0,0,26,1,658,3,0,498.0,0
D12,D13,2,1,0,0,0,26,1,658,3,0,328.1,0
D12,D14,2,1,0,0,0,26,0,658,3,0,592.04,0
D12,D15,2,1,0,0,0,26,0,658,3,0,732.49,0
D12,D16,2,1,0,0,0,26,0,658,3,0,523.02,0
D12,D17,2,1,0,0,0,26,1,658,3,0,416.52,0
D12,D18,2,1,0,0,0,26,1,658,3,0,498.79,0
D12,D19,2,1,0,0,0,26,0,658,3,0,529.4,0
D12,D20,2,1,0,0,0,26,0,658,3,0,723.25,0
D12,D21,2,1,0,0,0,26,0,658,3,0,782.62,0
D12,D22,2,1,0,0,0,26,0,658,3,0,268.29,0
D12,D23,2,1,0,0,0,26,0,658,3,0,186.01,3
D12,D24,2,1,0,0,0,26,0,658,3,0,583.47,4
D12,D25,2,1,0,0,0,26,0,658,3,0,400.67,0
D12,D26,2,1,0,0,0,26,0,658,3,0,581.19,0
D12,D27,2,1,0,0,0,26,0,658,3,0,594.95,0
D13,D1,2,1,0,0,0,19,0,371,162,0,328.71,3
D13,D2,2,1,0,0,0,19,0,371,162,0,147.41,3
D13,D3,2,1,0,0,0,19,0,371,162,0,181.84,3
D13,D4,2,1,0,0,0,19,0,371,162,0,144.46,3
D13,D5,2,1,0,0,0,19,0,371,162,0,130.39,3
D13,D6,2,1,0,0,0,19,0,371,162,0,373.34,3
D13,D7,2,1,0,0,0,19,0,371,162,0,201.65,3
D13,D8,2,1,0,0,0,19,0,371,162,0,138.64,3
D13,D9,2,1,0,0,0,19,0,371,162,0,310.45,3
D13,D10,2,1,0,0,0,19,0,371,162,0,348.07,3
D13,D11,2,1,0,0,0,19,1,371,162,0,358.68,0
D13,D12,2,1,0,0,0,19,1,371,162,0,328.1,0
D13,D14,2,1,0,0,0,19,0,371,162,0,274.37,0
D13,D15,2,1,0,0,0,19,0,371,162,0,466.9,0
D13,D16,2,1,0,0,0,19,0,371,162,0,461.07,0
D13,D17,2,1,0,0,0,19,1,371,162,0,114.28,0
D13,D18,2,1,0,0,0,19,1,371,162,0,218.98,0
D13,D19,2,1,0,0,0,19,0,371,162,0,221.23,0
D13,D20,2,1,0,0,0,19,0,371,162,0,403.98,0
D13,D21,2,1,0,0,0,19,0,371,162,0,481.92,0
D13,D22,2,1,0,0,0,19,0,371,162,0,256.07,0
D13,D23,2,1,0,0,0,19,0,371,162,0,186.68,3
D13,D24,2,1,0,0,0,19,0,371,162,0,268.8,3
D13,D25,2,1,0,0,0,19,0,371,162,0,275.41,0
D13,D26,2,1,0,0,0,19,0,371,162,0,518.93,0
D13,D27,2,1,0,0,0,19,0,371,162,0,367.11,0
D14,D1,3,0,0,0,0,5,0,99,198,0,109.59,0
D14,D2,3,0,0,0,0,5,0,99,198,0,208.83,0
D14,D3,3,0,0,0,0,5,0,99,198,0,255.78,0
D14,D4,3,0,0,0,0,5,0,99,198,0,402.91,0
D14,D5,3,0,0,0,0,5,0,99,198,0,401.36,0
D14,D6,3,0,0,0,0,5,0,99,198,0,278.76,0
D14,D7,3,0,0,0,0,5,0,99,198,0,178.68,0
D14,D8,3,0,0,0,0,5,0,99,198,0,227.69,0
D14,D9,3,0,0,0,0,5,0,99,198,0,49.41,0
D14,D10,3,0,0,0,0,5,0,99,198,0,231.22,0
D14,D11,3,0,0,0,0,5,0,99,198,0,516.43,0
D14,D12,3,0,0,0,0,5,0,99,198,0,592.04,0
D14,D13,3,0,0,0,0,5,0,99,198,0,274.37,0
D14,D15,3,0,0,0,0,5,1,99,198,0,443.94,0
D14,D16,3,0,0,0,0,5,1,99,198,0,644.68,0
D14,D17,3,0,0,0,0,5,0,99,198,0,252.11,0
D14,D18,3,0,0,0,0,5,0,99,198,0,131.37,0
D14,D19,3,0,0,0,0,5,0,99,198,0,68.68,1
D14,D20,3,0,0,0,0,5,0,99,198,0,259.03,0
D14,D21,3,0,0,0,0,5,0,99,198,0,379.96,0
D14,D22,3,0,0,0,0,5,0,99,198,0,510.55,0
D14,D23,3,0,0,0,0,5,0,99,198,0,419.97,0
D14,D24,3,0,0,0,0,5,0,99,198,0,212.0,0
D14,D25,3,0,0,0,0,5,1,99,198,0,473.1,0
D14,D26,3,0,0,0,0,5,1,99,198,0,691.72,0
D14,D27,3,0,0,0,0,5,1,99,198,0,434.19,0
D15,D1,3,0,0,0,0,5,0,254,614,0,552.82,0
D15,D2,3,0,0,0,0,5,0,254,614,0,549.03,0
D15,D3,3,0,0,0,0,5,0,254,614,0,285.59,0
D15,D4,3,0,0,0,0,5,0,254,614,0,460.79,0
D15,D5,3,0,0,0,0,5,0,254,614,0,498.0,0
D15,D6,3,0,0,0,0,5,0,254,614,0,171.97,0
D15,D7,3,0,0,0,0,5,0,254,614,0,564.4,0
D15,D8,3,0,0,0,0,5,0,254,614,0,332.58,0
D15,D9,3,0,0,0,0,5,0,254,614,0,418.61,0
D15,D10,3,0,0,0,0,5,0,254,614,0,219.18,0
D15,D11,3,0,0,0,0,5,0,254,614,0,304.18,0
D15,D12,3,0,0,0,0,5,0,254,614,0,732.49,0
D15,D13,3,0,0,0,0,5,0,254,614,0,466.9,0
D15,D14,3,0,0,0,0,5,1,254,614,0,443.94,0
D15,D16,3,0,0,0,0,5,1,254,614,0,409.57,0
D15,D17,3,0,0,0,0,5,0,254,614,0,352.65,0
D15,D18,3,0,0,0,0,5,0,254,614,0,536.27,0
D15,D19,3,0,0,0,1,5,0,254,614,0,473.56,0
D15,D20,3,0,0,0,0,5,0,254,614,0,223.45,0
D15,D21,3,0,0,0,0,5,0,254,614,0,133.24,0
D15,D22,3,0,0,0,0,5,0,254,614,0,494.27,0
D15,D23,3,0,0,0,0,5,0,254,614,0,646.84,0
D15,D24,3,0,0,0,1,5,0,254,614,0,239.89,0
D15,D25,3,0,0,0,0,5,1,254,614,0,362.35,0
D15,D26,3,0,0,0,0,5,1,254,614,0,420.07,0
D15,D27,3,0,0,0,0,5,1,254,614,0,151.99,0
D16,D1,3,0,0,0,0,1,0,654,526,0,740.18,0
D16,D2,3,0,0,0,0,1,0,654,526,0,606.43,0
D16,D3,3,0,0,0,0,1,0,654,526,0,389.1,0
D16,D4,3,0,0,0,0,1,0,654,526,0,337.65,0
D16,D5,3,0,0,0,0,1,0,654,526,0,377.81,0
D16,D6,3,0,0,0,0,1,0,654,526,0,497.16,0
D16,D7,3,0,0,0,0,1,0,654,526,0,654.97,0
D16,D8,3,0,0,0,0,1,0,654,526,0,420.27,0
D16,D9,3,0,0,0,0,1,0,654,526,0,651.15,0
D16,D10,3,0,0,0,0,1,0,654,526,0,520.89,0
D16,D11,3,0,0,0,0,1,0,654,526,0,131.87,0
D16,D12,3,0,0,0,0,1,0,654,526,0,523.02,0
D16,D13,3,0,0,0,0,1,0,654,526,0,461.07,0
D16,D14,3,0,0,0,0,1,1,654,526,0,644.68,0
D16,D15,3,0,0,0,0,1,1,654,526,0,409.57,0
D16,D17,3,0,0,0,0,1,0,654,526,0,403.87,0
D16,D18,3,0,0,0,0,1,0,654,526,0,657.74,0
D16,D19,3,0,0,0,0,1,0,654,526,0,627.61,0
D16,D20,3,0,0,0,0,1,0,654,526,0,563.24,0
D16,D21,3,0,0,0,0,1,0,654,526,0,530.46,0
D16,D22,3,0,0,0,0,1,0,654,526,0,264.58,0
D16,D23,3,0,0,0,0,1,0,654,526,0,551.87,0
D16,D24,3,0,0,0,0,1,0,654,526,0,467.07,0
D16,D25,3,0,0,0,0,1,1,654,526,0,185.91,0
D16,D26,3,0,0,0,0,1,1,654,526,0,61.03,0
D16,D27,3,0,0,0,0,1,1,654,526,0,274.02,0
D17,D1,4,0,1,0,0,2,0,340,272,0,338.39,0
D17,D2,4,0,1,0,0,2,0,340,272,0,221.92,0
D17,D3,4,0,1,0,0,2,0,340,272,0,67.78,0
D17,D4,4,0,1,0,0,2,0,340,272,0,167.72,0
D17,D5,4,0,1,0,0,2,0,340,272,0,184.07,0
D17,D6,4,0,1,0,0,2,0,340,272,0,267.59,0
D17,D7,4,0,1,0,0,2,0,340,272,0,259.7,0
D17,D8,4,0,1,0,0,2,0,340,272,0,34.01,0
D17,D9,4,0,1,0,0,2,0,340,272,0,272.13,0
D17,D10,4,0,1,0,0,2,0,340,272,0,249.44,0
D17,D11,4,0,1,0,0,2,1,340,272,0,284.02,0
D17,D12,4,0,1,0,0,2,1,340,272,0,416.52,0
D17,D13,4,0,1,0,0,2,1,340,272,0,114.28,0
D17,D14,4,0,1,0,0,2,0,340,272,0,252.11,0
D17,D15,4,0,1,0,0,2,0,340,272,0,352.65,0
D17,D16,4,0,1,0,0,2,0,340,272,0,403.87,0
